COMMUNITY,year,hour,FIRST_CRASH_TYPE,crash_count
ENGLEWOOD,2017,11,PARKED MOTOR VEHICLE,19
ENGLEWOOD,2017,11,PEDALCYCLIST,1
ENGLEWOOD,2017,11,PEDESTRIAN,1
ENGLEWOOD,2017,11,REAR END,16
ENGLEWOOD,2017,11,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2017,11,SIDESWIPE SAME DIRECTION,11
ENGLEWOOD,2017,11,TURNING,14
ENGLEWOOD,2017,12,ANGLE,9
ENGLEWOOD,2017,12,FIXED OBJECT,2
ENGLEWOOD,2017,12,HEAD ON,1
ENGLEWOOD,2017,12,OTHER NONCOLLISION,1
ENGLEWOOD,2017,12,PARKED MOTOR VEHICLE,13
ENGLEWOOD,2017,12,PEDESTRIAN,3
ENGLEWOOD,2017,12,REAR END,9
ENGLEWOOD,2017,12,SIDESWIPE SAME DIRECTION,6
ENGLEWOOD,2017,12,TURNING,7
ENGLEWOOD,2017,13,ANGLE,11
ENGLEWOOD,2017,13,FIXED OBJECT,1
ENGLEWOOD,2017,13,HEAD ON,1
ENGLEWOOD,2017,13,PARKED MOTOR VEHICLE,15
ENGLEWOOD,2017,13,PEDESTRIAN,3
ENGLEWOOD,2017,13,REAR END,17
ENGLEWOOD,2017,13,SIDESWIPE OPPOSITE DIRECTION,2
ENGLEWOOD,2017,13,SIDESWIPE SAME DIRECTION,10
ENGLEWOOD,2017,13,TURNING,7
ENGLEWOOD,2017,14,ANGLE,11
ENGLEWOOD,2017,14,FIXED OBJECT,3
ENGLEWOOD,2017,14,HEAD ON,1
ENGLEWOOD,2017,14,PARKED MOTOR VEHICLE,13
ENGLEWOOD,2017,14,PEDESTRIAN,3
ENGLEWOOD,2017,14,REAR END,17
ENGLEWOOD,2017,14,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2017,14,SIDESWIPE SAME DIRECTION,16
ENGLEWOOD,2017,14,TURNING,11
ENGLEWOOD,2017,15,ANGLE,8
ENGLEWOOD,2017,15,FIXED OBJECT,4
ENGLEWOOD,2017,15,HEAD ON,1
ENGLEWOOD,2017,15,PARKED MOTOR VEHICLE,16
ENGLEWOOD,2017,15,PEDALCYCLIST,3
ENGLEWOOD,2017,15,PEDESTRIAN,4
ENGLEWOOD,2017,15,REAR END,20
ENGLEWOOD,2017,15,SIDESWIPE SAME DIRECTION,21
ENGLEWOOD,2017,15,TURNING,9
ENGLEWOOD,2017,16,ANGLE,18
ENGLEWOOD,2017,16,FIXED OBJECT,7
ENGLEWOOD,2017,16,HEAD ON,2
ENGLEWOOD,2017,16,OTHER OBJECT,1
ENGLEWOOD,2017,16,PARKED MOTOR VEHICLE,13
ENGLEWOOD,2017,16,PEDALCYCLIST,1
ENGLEWOOD,2017,16,PEDESTRIAN,4
ENGLEWOOD,2017,16,REAR END,28
ENGLEWOOD,2017,16,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2017,16,SIDESWIPE SAME DIRECTION,14
ENGLEWOOD,2017,16,TURNING,18
ENGLEWOOD,2017,17,ANGLE,11
ENGLEWOOD,2017,17,FIXED OBJECT,2
ENGLEWOOD,2017,17,PARKED MOTOR VEHICLE,11
ENGLEWOOD,2017,17,PEDESTRIAN,3
ENGLEWOOD,2017,17,REAR END,19
ENGLEWOOD,2017,17,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2017,17,SIDESWIPE SAME DIRECTION,16
ENGLEWOOD,2017,17,TURNING,16
ENGLEWOOD,2017,18,ANGLE,5
ENGLEWOOD,2017,18,FIXED OBJECT,10
ENGLEWOOD,2017,18,PARKED MOTOR VEHICLE,17
ENGLEWOOD,2017,18,PEDALCYCLIST,1
ENGLEWOOD,2017,18,PEDESTRIAN,4
ENGLEWOOD,2017,18,REAR END,18
ENGLEWOOD,2017,18,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2017,18,SIDESWIPE SAME DIRECTION,8
ENGLEWOOD,2017,18,TURNING,14
ENGLEWOOD,2017,19,ANGLE,2
ENGLEWOOD,2017,19,FIXED OBJECT,4
ENGLEWOOD,2017,19,HEAD ON,1
ENGLEWOOD,2017,19,PARKED MOTOR VEHICLE,8
ENGLEWOOD,2017,19,PEDALCYCLIST,4
ENGLEWOOD,2017,19,PEDESTRIAN,2
ENGLEWOOD,2017,19,REAR END,13
ENGLEWOOD,2017,19,SIDESWIPE OPPOSITE DIRECTION,3
ENGLEWOOD,2017,19,SIDESWIPE SAME DIRECTION,4
ENGLEWOOD,2017,19,TURNING,9
ENGLEWOOD,2017,20,ANGLE,7
ENGLEWOOD,2017,20,FIXED OBJECT,6
ENGLEWOOD,2017,20,HEAD ON,1
ENGLEWOOD,2017,20,PARKED MOTOR VEHICLE,11
ENGLEWOOD,2017,20,PEDALCYCLIST,1
ENGLEWOOD,2017,20,PEDESTRIAN,2
ENGLEWOOD,2017,20,REAR END,13
ENGLEWOOD,2017,20,SIDESWIPE SAME DIRECTION,5
ENGLEWOOD,2017,20,TURNING,8
ENGLEWOOD,2017,21,ANGLE,3
ENGLEWOOD,2017,21,FIXED OBJECT,4
ENGLEWOOD,2017,21,PARKED MOTOR VEHICLE,14
ENGLEWOOD,2017,21,PEDESTRIAN,1
ENGLEWOOD,2017,21,REAR END,10
ENGLEWOOD,2017,21,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2017,21,SIDESWIPE SAME DIRECTION,6
ENGLEWOOD,2017,21,TURNING,8
ENGLEWOOD,2017,22,ANGLE,2
ENGLEWOOD,2017,22,FIXED OBJECT,6
ENGLEWOOD,2017,22,HEAD ON,1
ENGLEWOOD,2017,22,OTHER OBJECT,1
ENGLEWOOD,2017,22,OVERTURNED,1
ENGLEWOOD,2017,22,PARKED MOTOR VEHICLE,13
ENGLEWOOD,2017,22,PEDESTRIAN,2
ENGLEWOOD,2017,22,REAR END,3
ENGLEWOOD,2017,22,SIDESWIPE OPPOSITE DIRECTION,2
ENGLEWOOD,2017,22,SIDESWIPE SAME DIRECTION,3
ENGLEWOOD,2017,22,TURNING,5
ENGLEWOOD,2017,23,ANGLE,6
ENGLEWOOD,2017,23,FIXED OBJECT,3
ENGLEWOOD,2017,23,HEAD ON,1
ENGLEWOOD,2017,23,PARKED MOTOR VEHICLE,6
ENGLEWOOD,2017,23,PEDESTRIAN,2
ENGLEWOOD,2017,23,REAR END,2
ENGLEWOOD,2017,23,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2017,23,SIDESWIPE SAME DIRECTION,2
ENGLEWOOD,2017,23,TURNING,3
ENGLEWOOD,2018,0,ANGLE,2
ENGLEWOOD,2018,0,FIXED OBJECT,6
ENGLEWOOD,2018,0,HEAD ON,1
ENGLEWOOD,2018,0,OTHER OBJECT,2
ENGLEWOOD,2018,0,PARKED MOTOR VEHICLE,10
ENGLEWOOD,2018,0,REAR END,7
ENGLEWOOD,2018,0,SIDESWIPE SAME DIRECTION,3
ENGLEWOOD,2018,0,TURNING,3
ENGLEWOOD,2018,1,ANGLE,7
ENGLEWOOD,2018,1,FIXED OBJECT,5
ENGLEWOOD,2018,1,HEAD ON,1
ENGLEWOOD,2018,1,OTHER OBJECT,2
ENGLEWOOD,2018,1,OVERTURNED,1
ENGLEWOOD,2018,1,PARKED MOTOR VEHICLE,6
ENGLEWOOD,2018,1,REAR END,6
ENGLEWOOD,2018,1,SIDESWIPE OPPOSITE DIRECTION,1
ENGLEWOOD,2018,1,SIDESWIPE SAME DIRECTION,5
ENGLEWOOD,2018,1,TURNING,2
ENGLEWOOD,2018,2,ANGLE,3
ENGLEWOOD,2018,2,FIXED OBJECT,7
ENGLEWOOD,2018,2,OTHER OBJECT,1
ENGLEWOOD,2018,2,PARKED MOTOR VEHICLE,6
ENGLEWOOD,2018,2,REAR END,4
ENGLEWOOD,2018,2,SIDESWIPE SAME DIRECTION,3
ENGLEWOOD,2018,2,TURNING,1
ENGLEWOOD,2018,3,ANGLE,2
ENGLEWOOD,2018,3,FIXED OBJECT,6
ENGLEWOOD,2018,3,PARKED MOTOR VEHICLE,5
ENGLEWOOD,2018,3,REAR END,3
ENGLEWOOD,2018,3,SIDESWIPE SAME DIRECTION,1
ENGLEWOOD,2018,4,ANGLE,7
ENGLEWOOD,2018,4,FIXED OBJECT,4
ENGLEWOOD,2018,4,OVERTURNED,1
ENGLEWOOD,2018,4,PARKED MOTOR VEHICLE,9
ENGLEWOOD,2018,4,REAR END,1
ENGLEWOOD,2018,4,SIDESWIPE SAME DIRECTION,1
ENGLEWOOD,2018,4,TURNING,4
ENGLEWOOD,2018,5,ANGLE,3
ENGLEWOOD,2018,5,FIXED OBJECT,2
ENGLEWOOD,2018,5,PARKED MOTOR VEHICLE,6
ENGLEWOOD,2018,5,PEDESTRIAN,1
ENGLEWOOD,2018,5,REAR END,3
ENGLEWOOD,2018,5,TURNING,3
ENGLEWOOD,2018,6,ANGLE,4
ENGLEWOOD,2018,6,OTHER OBJECT,2
ENGLEWOOD,2018,6,PARKED MOTOR VEHICLE,9
ENGLEWOOD,2018,6,REAR END,6
ENGLEWOOD,2018,6,SIDESWIPE SAME DIRECTION,5
ENGLEWOOD,2018,6,TURNING,4
ENGLEWOOD,2018,7,ANGLE,9
